Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2002,Ben Taylor,Virginia Tech,ILB,73.9,236,10.13,31.5,,4.79,19,35.5,116,4.09,6.56,11.12
2002,Josh Thornhill,Michigan State,ILB,74.3,243,9,33.25,,4.76,27,36.5,121,4.19,7.15,11.76
2001,Kendrell Bell,Georgia,ILB,73.3,234,10.5,32,,4.62,24,38.5,124,4.5,7.25,11.61
2001,Quinton Caver,Arkansas,ILB,75.9,227,9,33,,4.66,23,37.5,118,4.25,7.66,11.87
2001,Edgerton Hartwell,Western Illinois,ILB,73,250,,,,4.86,18,36.5,114,4.56,7.64,
2001,Alex Lincoln,Auburn,ILB,72.1,251,9.5,30,,4.79,22,35,111,,,
2001,Carlos Polk,Nebraska,ILB,74.1,251,9,34,,4.72,,,,,,
2001,Brandon Spoon,North Carolina,ILB,74.4,245,9,31,,4.73,33,35.5,110,4.15,7.3,11.43
2001,T.J. Turner,Michigan State,ILB,74.6,273,9.5,32.25,,4.75,,,,,,
2001,Jamie Winborn,Vanderbilt,ILB,71,229,8.5,31.5,,4.63,,35.5,111,,,
2000,Marcus Bell,Arizona,ILB,73.6,237,10.13,31.88,,4.8,21,31.5,111,4.33,7.17,11.73
2000,Danny Clark,Illinois,ILB,74.1,245,10.5,33,,4.77,20,,,,,
2000,Dwan Epps,Texas Southern,ILB,73,242,10.75,32.5,,4.68,8,34.5,,,,
2000,Dustin Lyman,Wake Forest,ILB,76,259,,,,4.7,22,35,118,4.06,6.86,
2000,Keith Miller,California,ILB,73.1,246,9.75,32.25,,5.01,24,27.5,110,4.43,7.37,12.23
2000,Rob Morris,BYU,ILB,73.9,250,8.25,29.5,,4.77,18,33,113,4.17,6.93,11.74
2000,Andre O'Neal,Marshall,ILB,73.3,235,10.75,32.25,,4.72,16,34,114,4.24,7.3,11.94
2000,Peter Sirmon,Oregon,ILB,73.9,246,9.63,31.13,,4.86,20,34.5,115,4.27,7.21,11.67
2000,T.J. Slaughter,Southern Mississippi,ILB,72.1,247,10,32.25,,4.91,24,30,112,4.26,7.08,12.15
2000,Jamel Smith,Virginia Tech,ILB,72.5,245,9.75,32,,5.19,,29.5,108,4.58,7.51,12.53
2000,Jeff Ulbrich,Hawaii,ILB,72.4,249,9.75,31,,4.7,24,32,109,4.3,7.23,11.63
1999,Eric Barton,Maryland,ILB,74.8,247,8.75,32.63,,4.68,20,32,112,4.32,7.6,
1999,Chris Claiborne,USC,ILB,74.4,248,8.63,31.63,,4.63,16,34,115,4.37,7.68,11.93
1999,Tony D'Amato,Utah State,ILB,71,240,,,,4.77,34,30,106,4.4,7.5,
1999,Jay Foreman,Nebraska,ILB,73.3,241,9.5,31.75,,4.68,20,36,117,4.16,7.2,11.49
1999,Barry Gardner,Northwestern,ILB,72.4,242,10,32.25,,4.72,25,33,113,4.32,7.42,11.6
1999,Kevin Homer,Chadron State (NE),ILB,74.5,241,8.63,31.88,,4.99,15,32.5,109,4.33,7.41,12.19
1999,Terry Houzah,Mississippi Valley State,ILB,73,238,,,,4.84,18,33,115,4.37,7.56,
1999,Bobbie Howard,Notre Dame,ILB,70,232,,,,4.74,16,30,110,4.48,7.52,
1999,Matt Hughes,Iowa,ILB,75,251,,,,4.76,14,31,111,4.33,7.42,
1999,Olrick Johnson,Florida A&M,ILB,71.5,246,9.63,29.25,,4.92,27,29.5,100,4.24,7.73,11.82
1999,Andy Katzenmoyer,Ohio State,ILB,74.6,258,9.63,32.13,,4.68,23,,,,,
1999,Jeff Kelly,Kansas State,ILB,72.1,256,8.63,31.75,,4.95,16,32,112,4.37,7.65,
1999,Courtney Ledyard,Michigan State,ILB,74,250,10.63,33,,5.11,20,34.5,115,4.24,7.85,11.98
1999,Keith Newman,North Carolina,ILB,74.5,239,9.38,30.25,,4.73,18,32,110,4.37,7.54,11.91
1999,Dat Nguyen,Texas A&M,ILB,71,234,10.5,30.5,,4.74,19,,,,,
1999,Wali Rainer,Virginia,ILB,73.8,241,10.13,32.25,,4.91,26,32,111,4.33,7.83,
1999,Brian Rogers,Oregon State,ILB,74.3,239,10.38,32.13,,4.76,19,36,108,4.39,7.34,12.16
1999,Orlando Ruff,Furman,ILB,74.1,248,9.25,31.75,,4.99,22,33,113,4.33,7.4,
1999,Johnny Rutledge,Florida,ILB,74,245,9.88,32.25,,4.63,18,33,115,4.21,7.27,
1999,Khari Samuel,Massachusetts,ILB,74.4,242,9.63,31.88,,4.76,24,35,116,4.34,7.56,11.93
1999,Brandon Southward,Colorado,ILB,76,242,9.5,32.5,,4.88,20,30.5,110,4.38,7.49,
1999,Mike Stanec,Youngstown State (OH),ILB,75,241,,,,4.66,29,38,118,4.34,7.24,
1999,Sam Sword,Michigan,ILB,73.3,242,9.13,32.5,,5.01,,,,4.34,7.8,
1999,Joe Wesley,LSU,ILB,73,229,,,,4.72,15,33,114,4.29,7.6,
1999,Al Wilson,Tennessee,ILB,71.8,239,8.75,31.5,,4.56,17,33,116,4.25,7.31,
1998,Chris Bordano,Southern Methodist (TX),ILB,73.5,243,10,33.25,,4.68,27,37,124,4.18,7.52,11.21
1998,Daryl Bush,Florida State,ILB,73.8,248,10.88,33.75,,,26,,,,,
1998,Shane Carwin,Western State Colorado,ILB,73.4,257,10.88,34.13,,4.93,29,30.5,106,4.25,7.79,12.43
1998,Chike Egbuniwe,Duke,ILB,73.5,236,9.75,33.5,,4.92,,32.5,111,4.41,8.07,12.42
1998,Chris Gizzi,Air Force,ILB,71.9,232,9.75,31,,,26,,,,,
1998,Kivuusama Mays,North Carolina,ILB,74.9,251,10.13,33.25,,,16,,,,,
1998,Ron Merkerson,Colorado,ILB,73.9,252,9.75,33.25,,4.86,22,32.5,110,4.35,7.64,11.88
1998,Antwaune Ponds,Syracuse,ILB,73.4,253,10.13,33.88,,,,,,,,
1998,Ron Rogers,Georgia Tech,ILB,72.4,243,9,31.25,,,25,,,,,
1998,Anthony Simmons,Clemson,ILB,72.1,231,9.88,32.75,,,22,34.5,127,3.97,7.35,11.41
1998,Takeo Spikes,Auburn,ILB,72.9,234,9.75,32.75,,,27,37,124,4.14,7.84,11.56
1998,Derek Strey,Eastern Washington,ILB,73.8,252,9.25,30.75,,4.84,30,30,106,4.31,7.65,11.79
1998,Jeremiah Trotter,Stephen F. Austin (TX),ILB,72.5,261,10.13,34.38,,4.68,32,34,117,4.14,7.62,11.43
1997,Ink Aleaga,Washington,ILB,73,227,9.13,32,,4.87,,31,107,4.33,7.6,11.77
1997,James Bates,Florida,ILB,73,230,9,31.63,,4.92,,32.5,115,4.29,7.67,12.09
1997,Lyron Cobbins,Notre Dame,ILB,71.9,249,10,32.63,,4.84,22,32.5,117,4.39,7.6,12.06
1997,Henri Crockett,Florida State,ILB,74.1,249,10,33,,,17,34.5,111,4.46,7.54,11.97
1997,James Darling,Washington State,ILB,72.5,247,9.25,32.63,,,22,,,,,
1997,John Fiala,Washington,ILB,74,232,9.25,32.13,,4.9,21,31,109,4.22,7.38,11.51
1997,Pat Fitzgerald,Northwestern,ILB,74,235,9.5,31.88,,,19,,,,,
1997,Jon Hesse,Nebraska,ILB,75.9,249,9,33.5,,4.94,13,35,112,4.64,7.74,12.44
1997,Anthony Hicks,Middle Tennessee State,ILB,74,240,9.13,34,,4.98,28,34,114,4.34,7.73,12.13
1997,Jarrett Irons,Michigan,ILB,73,242,9.88,32.75,,4.91,25,30,107,4.53,7.97,12.54
1997,Tyrus Mccloud,Louisville,ILB,73.6,251,9.5,33.5,,5.02,35,,110,,,
1997,Tony Mccombs,Eastern Kentucky,ILB,74.1,240,9.5,32.25,,4.75,20,34,,,,
1997,Pete Monty,Wisconsin,ILB,73.9,253,9.25,32,,4.84,26,32.5,109,4.29,7.41,11.85
1997,Tyrell Peters,Oklahoma,ILB,72.3,230,9.25,31.38,,4.73,,30.5,111,4.23,7.51,11.3
1997,Matt Russell,Colorado,ILB,73.5,245,9.5,31.5,,4.91,13,28,104,4.19,7.39,11.56
1997,Alshermond Singleton,Temple,ILB,74.3,224,9.75,34.5,,4.77,20,39.5,122,4.2,7.57,11.69
1997,Mark Smith,Arkansas,ILB,74.8,243,9.63,31.63,,4.84,15,32,112,4.11,7.29,11.55
1997,Dennis Stallings,Illinois,ILB,72.1,234,9.88,33,,4.71,23,32,109,4.36,7.53,11.93
1997,Kinnon Tatum,Notre Dame,ILB,71.9,222,10,33.25,,4.67,28,39,127,4.31,7.91,11.6
1997,Scott Von Der Ahe,Arizona State,ILB,71.4,251,9.13,30.75,,4.84,19,31.5,116,4.49,7.74,12.04
1997,Ronnie Ward,Kansas,ILB,72.4,233,9.75,32,,,17,,,,,
1996,Jeremy Asher,Oregon,ILB,72.6,235,9.25,32.13,,4.88,18,32,113,4.29,,11.95
1996,Shawn Banks,Texas Tech,ILB,73,228,10.5,33.63,,4.74,24,32.5,113,4.24,,11.91
1996,Doug Colman,Nebraska,ILB,73.9,252,9.13,31.75,,4.79,21,29,110,4.26,,11.65
1996,Dexter Daniels,Florida,ILB,72.6,241,11,32,,4.8,22,34,112,4.58,,12.26
1996,Randall Godfrey,Georgia,ILB,73.9,237,9.63,32.63,,,22,34,112,,,
1996,Errick Herrin,USC,ILB,73.1,235,9.5,32,,,,,,,,
1996,Lacurtis Jones,Baylor,ILB,71.3,213,9.38,32.25,,4.79,18,33,119,4.14,,11.74
1996,Vincent Landrum,McNeese State (LA),ILB,73,239,10.63,34.38,,4.9,21,33.5,113,4.7,,12.5
1996,Ray Lewis,Miami (FL),ILB,72.4,235,9.38,34.13,,,,,,,,
1996,Stan Raass,BYU,ILB,71.3,253,10.5,30.13,,5.12,19,29.5,101,4.7,,12.58
1996,Craig Sauer,Minnesota,ILB,73.5,226,9.25,32.38,,,,,,,,
1996,Zach Thomas,Texas Tech,ILB,71,233,9.25,30.63,,4.85,20,28.5,104,4.24,,11.91
1996,Tom Tumulty,Pittsburgh,ILB,74.5,242,9.63,32.38,,4.97,18,28,,4.38,,12.22
1996,Eric Unverzagt,Wisconsin,ILB,73.6,236,9.5,31.75,,4.83,22,30,112,4.4,,12.08
1995,Patrice Alexander,Southwestern Louisiana,ILB,72.4,251,,,,4.93,24,30.5,114,4.41,,12.41
1995,Stephen Boyd,Boston College,ILB,72.9,240,8.63,29.5,,4.88,26,32,113,4.12,,11.97
1995,Gerald Collins,Vanderbilt,ILB,73.6,252,10.75,32.88,,4.92,19,31.5,111,4.27,,11.6
1995,Damien Covington,North Carolina State,ILB,71.8,236,9.13,32.25,,4.96,,32,112,4.31,,12
1995,Silas Demary,Virginia State,ILB,73.5,247,9.25,32.63,,4.95,16,30.5,111,4.56,,12.41
1995,Troy Dumas,Nebraska,ILB,75.6,234,10.13,33.13,,4.92,14,35.5,118,4.13,,12.03
1995,Mark Fields,Washington State,ILB,73.9,244,9.5,31.88,,4.54,,38,125,4.41,,
1995,Justin Goheen,Notre Dame,ILB,73.8,242,10,30.63,,5.01,,29,107,4.34,,
1995,Sean Harris,Arizona,ILB,75,244,10.5,32.13,,4.8,14,,,,,
1995,John Holecek,Illinois,ILB,74.1,238,9.88,31.88,,4.76,21,32,113,4.04,,11.31
1995,Dana Howard,Illinois,ILB,72.4,244,8.63,30.88,,,16,,,,,
1995,Ted Johnson,Colorado,ILB,75.4,248,9.25,32.5,,4.84,28,31.5,121,4.35,,11.85
1995,Tim Jones,Clemson,ILB,72.8,239,8.5,32.88,,5.01,19,27.5,,4.65,,12.47
1995,Jeff Kopp,USC,ILB,75,243,10.5,31,,4.97,20,32,114,4.25,,11.73
1995,Jason Kyle,Arizona State,ILB,74.6,243,9.75,32.63,,4.72,23,39,128,4.19,,11.47
1995,Wesley Leasy,Mississippi State,ILB,74.3,234,10.88,33.88,,4.83,24,33.5,127,4.45,,12.06
1995,Darryl Major,Missouri,ILB,72.8,243,9.63,32.88,,4.93,20,39.5,117,4.35,,12
1995,Steve Russ,Air Force,ILB,76.6,237,9.5,32.75,,4.67,18,36.5,117,4.31,,11.65
1995,Bryan Schwartz,Augustana (SD),ILB,75.1,256,9.5,32,,4.84,21,33.5,116,4.28,,11.7
1994,Allen Aldridge,Houston,ILB,73.3,245,10.25,31.75,,4.61,28,36.5,121,4.35,,12.5
1994,Pete Bercich,Notre Dame,ILB,73.4,240,9.13,31.5,,4.96,19,29,108,4.04,,11.79
1994,Keith Burns,Oklahoma State,ILB,73.3,233,9.25,32.5,,4.88,13,30,113,4.65,,12.21
1994,Bernard Carter,East Carolina (NC),ILB,74.3,239,10.63,32.75,,4.79,22,33.5,118,4.13,,12
1994,Mitch Davis,Georgia,ILB,73.3,238,9.63,32.88,,4.81,15,27,103,4.44,,12.09
1994,Dewayne Dotson,Mississippi,ILB,72.6,245,9.5,31.88,,,,,,,,
1994,Juan Long,Mississippi State,ILB,74.3,243,9.88,33,,5.04,15,28,112,4.81,,
1994,Ryan Mccoy,Houston,ILB,74.3,237,10,33,,5.09,18,30.5,106,4.58,,12.22
1994,Kevin Mitchell,Syracuse,ILB,73.5,260,8.25,32,,,16,,,,,
1994,Marty Moore,Kentucky,ILB,72.6,243,8.13,32,,4.81,19,29.5,107,4.48,,12.12
1994,Eric Ravotti,Penn State,ILB,73.9,246,9.25,31.5,,4.85,30,30,110,4.5,,11.94
1994,Winfred Tubbs,Texas,ILB,75.9,250,8,33.5,,,,,,,,
1994,Jermaine Younger,Utah State,ILB,71.4,262,8.63,31.75,,4.85,26,27,102,4.56,,11.91
1993,Myron Baker,Louisiana Tech,ILB,74.6,221,9.25,30.25,,4.7,26,34,120,4.29,,12.14
1993,Greg Biekert,Colorado,ILB,74.5,231,10.25,31.13,,4.89,20,30.5,109,4.29,,11.99
1993,Demetrius Dubose,Notre Dame,ILB,73.6,232,9,33.75,,4.73,,30,116,4.34,,12.07
1993,Erick Fry,Georgia Tech,ILB,74.8,215,9.13,31.38,,4.91,10,27.5,111,4.18,,11.86
1993,Rick Hamilton,Central Florida,ILB,73.3,242,10,31.88,,4.76,,32,114,4.26,,11.63
1993,Dave Hoffmann,Washington,ILB,73.6,229,8.38,31.25,,4.99,24,28.5,108,4.43,,12.45
1993,Marvin Jones,Florida State,ILB,73.1,237,9.38,33,,,,,,,,
1993,Curt Mcmillian,Miami (OH),ILB,72.4,219,8.75,30.75,,4.83,16,28.5,106,4.32,,11.52
1993,Carlton Miles,Florida,ILB,73.4,243,8.38,32.38,,,24,,,,,
1993,Steve Tovar,Ohio State,ILB,75.4,244,10.38,34,,4.68,22,33.5,123,4.18,,11.49
1993,James Willis,Auburn,ILB,73.6,230,9.63,31.88,,4.75,22,34.5,120,4.63,,12.36
1993,Glen Young,Syracuse,ILB,75.3,238,10,31.25,,4.9,21,34,121,4.14,,11.39
1992,Charles Bullough,Michigan State,ILB,73.1,226,8.25,30.5,,4.93,,29,115,4.16,,11.92
1992,Quentin Coryatt,Texas A&M,ILB,75.1,237,9.38,31,,4.7,24,,,,,
1992,Mark D'Onofrio,Penn State,ILB,74,236,8.88,31.63,,,,,,,,
1992,Steve Grant,West Virginia,ILB,72.6,227,9.13,33.63,,4.98,17,32,123,4.27,,11.73
1992,Robert Jones,East Carolina (NC),ILB,73.6,236,9.5,33.63,,4.83,28,38.5,127,4.3,,11.95
1992,Ed Mcdaniel,Clemson,ILB,71.3,232,9.5,31.63,,4.8,18,33.5,116,4.24,,11.81
1992,John Sullins,Alabama,ILB,72.6,237,10,30.25,,5.15,,27,106,,,
1992,Ed Sutter,Northwestern,ILB,75,234,9.63,31.75,,5.14,19,29.5,105,4.19,,11.91
1992,Corey Widmer,Montana State,ILB,74.8,277,9.63,31.63,,5.04,22,27.5,105,4.33,,
1991,Darrick Brownlow,Illinois,ILB,70.1,230,9.63,30,,4.82,,29.5,98,4.24,,11.97
1991,Godfrey Myles,Florida,ILB,73.3,240,9.5,32,,4.7,22,36.5,,,,
1991,Scott Ross,USC,ILB,73,234,9,30.5,,4.96,22,29,107,4.39,,12.2
1991,Darrin Trieb,Purdue,ILB,73.1,228,9.38,30.5,,4.88,22,31.5,111,4.41,,11.94
1991,Pat Tyrance,Nebraska,ILB,73.4,240,9.63,32,,4.89,24,31.5,117,4.37,,12.07
1990,Ned Bolcar,Notre Dame,ILB,73,231,9.88,30.38,,4.9,,28,104,4.58,,12.06
1990,Bob Davis,BYU,ILB,72.3,236,10.25,29.38,,4.74,19,29,103,4.17,,12.16
1990,Jeroy Robinson,Texas A&M,ILB,73.4,238,10.25,31,,4.74,24,34.5,132,4.38,,11.86
1989,David Griggs,Virginia,ILB,75.3,242,,,,5.11,19,,,,,
1989,Britt Hager,Texas,ILB,72.3,224,,,,4.69,24,31,111,4.3,,11.79
1989,Steve Hendrickson,California,ILB,72,242,,,,4.78,22,32.5,110,4.05,,11.11
1989,Eric Lindstrom,Boston College,ILB,75,225,,,,4.75,21,27,106,4.59,,12.06
1989,Mark Messner,Michigan,ILB,74.8,256,,,,5.24,11,23,94,4.63,,
1989,Tracy Rogers,Fresno State (CA),ILB,73.4,230,,,,4.82,18,32,110,4.41,,11.86
1988,Thomas Aldridge,Texas,ILB,74.1,224,10,,,4.83,8,30,105,4.65,,12.76
1988,Trey Bauer,Penn State,ILB,72.9,215,8.5,,,4.98,12,27,102,4.5,,12.5
1988,Peter Giftopoulos,Penn State,ILB,74.5,241,,,,,,,,,,
1988,George Mira,Miami (FL),ILB,71.9,230,10.25,,,4.83,28,32.5,111,4.28,,11.99
1988,Ken Norton,UCLA,ILB,73.8,230,8.5,,,4.56,21,32,114,4.37,,11.68
1988,Richard Petitbon,Maryland,ILB,75.9,240,,,,,17,,,,,
1988,Chris Spielman,Ohio State,ILB,72,234,9.25,,,4.9,23,32.5,109,4.13,,11.97
1987,Ray Berry,Baylor,ILB,74.5,226,9.25,31,,4.85,22,28.5,105,4.47,,12.01
1987,Byron Evans,Arizona,ILB,74,220,9.5,32.75,,4.79,17,29.5,117,4.48,,11.94
1987,Charles Faucette,Maryland,ILB,74.8,240,9.75,30.5,,4.91,,30,113,4.46,,11.91
1987,Don Graham,Penn State,ILB,73.5,240,9.5,31,,4.85,18,29,105,4.21,,11.77
1987,Ilia Jarostchuk,New Hampshire,ILB,75.5,231,8.5,30.5,,4.77,,31,116,4.43,,11.88
1987,Dale Jones,Tennessee,ILB,73.1,223,9.5,29.75,,4.91,,25,101,4.55,,12.64
1987,Hardy Nickerson,California,ILB,73.5,223,9.5,30.5,,4.82,19,28,108,4.15,,11.46
1987,Mike Reid,Wisconsin,ILB,73.3,230,9.75,30.25,,4.85,17,28,112,4.41,,11.68
1987,Dave Wyman,Stanford,ILB,74,235,9.5,31.25,,4.79,23,29,118,4.3,,11.78
2018,Jerome Baker,Ohio State,OLB,73,229,10.38,31.5,,4.53,22,36.5,126,,,
2018,Davin Bellamy,Georgia,OLB,77,255,9.5,33.25,,,15,,,,,
2018,Oren Burks,Vanderbilt,OLB,75,233,9.13,33.38,,4.59,18,39.5,131,4.15,6.82,
2018,Lorenzo Carter,Georgia,OLB,78,250,10.38,34,,4.5,,36,130,,,
2018,Chris Covington,Indiana,OLB,74,245,9.25,32.5,,4.78,23,,,,,
2018,Garret Dooley,Wisconsin,OLB,75,248,10.25,32.5,,4.8,21,33,121,4.28,,
2018,Tremaine Edmunds,Virginia Tech,OLB,77,253,9.38,34.5,,4.54,19,,117,,,
2018,Rashaan Evans,Alabama,OLB,75,232,10,32.25,,,,30,116,4.36,6.95,
2018,Shaquem Griffin,Central Florida,OLB,73,227,9,32.13,,4.38,20,,117,,,
2018,Marquis Haynes,Mississippi,OLB,75,235,10,33.25,,4.67,23,32,123,4.45,7.14,
2018,James Hearns,Louisville,OLB,75,239,9.38,32.5,,4.89,22,,,,,
2018,Jeff Holland,Auburn,OLB,74,249,10.5,33.5,,4.79,,,116,,,
2018,Darius Jackson,Jacksonville State (AL),OLB,75,242,9.13,32,,4.87,21,26.5,113,,7.52,
2018,Leon Jacobs,Wisconsin,OLB,75,246,9.63,33.5,,4.48,26,34.5,122,4.44,7.14,12.15
2018,Peter Kalambayi,Stanford,OLB,75,252,9,33.5,,4.57,19,34,121,4.36,7.13,
2018,Harold Landry,Boston College,OLB,75,252,9.38,32.88,,4.64,24,36,119,4.19,6.88,11.35
2018,Darius Leonard,South Carolina State,OLB,74,234,10.25,34.38,,4.7,17,,,,,
2018,Hercules MataAfa,Washington State,OLB,73,254,10.25,31.5,,4.76,26,31.5,108,4.37,7.24,
2018,Mike Mccray,Michigan,OLB,76,243,9.13,32.63,,4.76,16,31.5,119,4.25,7.09,11.61
2018,Skai Moore,South Carolina,OLB,74,226,9.38,32,,4.73,,36,117,,,
2018,Uchenna Nwosu,USC,OLB,75,251,9,33.63,,4.65,20,32,119,,,
2018,Dorian ODaniel,Clemson,OLB,73,223,9,31.13,,4.61,21,32,119,4.07,6.64,
2018,Jacob Pugh,Florida State,OLB,76,246,10.13,34.38,,4.65,,38.5,122,,,
2018,JaVon Rolland-Jones,Arkansas State,OLB,74,253,10.13,32.75,,4.88,23,,,,,
2018,Josh Sweat,Florida State,OLB,76,251,10.25,34.63,,4.53,,39.5,124,4.28,,
2018,Matthew Thomas,Florida State,OLB,75,232,8.88,33,,4.58,,41.5,131,4.28,6.85,
2018,Kemoko Turay,Rutgers,OLB,77,253,9.63,33.38,,4.65,,,,,,
2018,Leighton Vander Esch,Boise State,OLB,76,256,9.75,33.88,,4.65,20,39.5,124,4.15,6.88,11.57
2018,Anthony Winbush,Ball State (IN),OLB,73,249,9.25,32.13,,,25,,110,,,
2017,Ryan Anderson,Alabama,OLB,74.13,253,9.38,31.5,,4.78,,,,,,
2017,Vince Biegel,Wisconsin,OLB,75.13,246,9.13,32.38,23,4.67,21,33.5,118,,6.92,
2017,Darius English,South Carolina,OLB,78,245,,,,,,,,4.94,,
2017,Devonte' Fields,Louisville,OLB,74.38,236,9,32.38,,4.72,,34,124,4.88,7.4,
2017,JoJo Mathis,Washington,OLB,74.13,266,9,33,,,24,,,,,
2017,Matt Milano,Boston College,OLB,72.25,223,9.38,32,,4.67,24,35,126,4.38,,
2017,Duke Riley,LSU,OLB,72.25,232,9.25,32,,4.58,18,34.5,122,,6.89,
2016,Devante Bond,Oklahoma,OLB,73.13,235,9.25,32.38,,4.7,21,37.5,121,4.36,7.07,
2016,Beniquez Brown,Mississippi State,OLB,72.75,229,9.13,31.38,,4.77,18,31,110,4.28,7.07,
2016,DeVondre Campbell,Minnesota,OLB,75.63,232,9.63,33.63,,4.58,16,34,116,,,
2016,Sua Cravens,USC,OLB,72.75,226,9.5,32.13,,,16,27,114,,,
2016,Kyler Fackrell,Utah State,OLB,77,245,10.13,33.25,,4.72,15,34.5,121,,,
2016,Travis Feeney,Washington,OLB,75.63,230,9.5,33.38,,4.5,,40,130,4.42,7.2,11.71
2016,Leonard Floyd,Georgia,OLB,77.63,244,10.13,33.13,,4.6,,39.5,127,,,
2016,Kris Frost,Auburn,OLB,74.13,240,10.5,32.5,,4.97,,29,113,,,
2016,Myles Jack,UCLA,OLB,73,245,10.25,33.63,,,19,,,,,
2016,Jordan Jenkins,Georgia,OLB,74.63,259,11.25,34.25,,4.8,16,36.5,121,,,
2016,Deion Jones,LSU,OLB,72.88,222,9.25,32.38,,4.59,,33,120,,,
2016,Darron Lee,Ohio State,OLB,72.75,232,9.75,33.25,,4.47,17,35.5,133,4.2,7.12,
2016,Cory Littleton,Washington,OLB,75.13,238,10.13,33.38,,4.73,,29.5,114,4.32,7.11,11.65
2016,Steve Longa,Rutgers,OLB,72.63,241,9.75,32,,4.78,19,32,116,4.56,7.5,12
2016,Curt Maggitt,Tennessee,OLB,75.25,247,10.13,33,,,,,,,,
2016,Montese Overton,East Carolina (NC),OLB,73.75,223,9.5,32.75,,4.61,18,34,123,4.47,7.15,
2016,Joshua Perry,Ohio State,OLB,75.75,254,10.25,33.88,,4.68,20,33.5,124,,,
2016,Joe Schobert,Wisconsin,OLB,73.38,244,9.75,31.5,,4.76,22,33.5,111,4.3,7.11,11.59
2016,Jaylon Smith,Notre Dame,OLB,74,223,9.5,33,,,,,,,,
2016,Terrance Smith,Florida State,OLB,74.88,235,9.88,32.75,,4.77,19,34.5,120,,,
2016,Eric Striker,Oklahoma,OLB,71,227,10.13,31.25,,4.8,23,30,116,4.46,7.3,
2016,Stephen Weatherly,Vanderbilt,OLB,76.38,267,10.25,34.5,,4.61,23,31,117,,,
2015,Kwon Alexander,LSU,OLB,72.75,227,9.25,30.25,,4.55,24,36,121,4.2,7.14,
2015,Zaire Anderson,Nebraska,OLB,71,224,,,,4.68,,,,,,
2015,Chi Chi Ariguzo,Northwestern,OLB,73,234,,,,4.87,,,,,,
2015,Thurston Armbrister,Miami (FL),OLB,74,241,,,,4.77,,,,,,
2015,Neiron Ball,Florida,OLB,74.38,236,9.38,33.63,,4.68,22,,,,,
2015,Houston Bates,Louisiana Tech,OLB,73,245,,,,4.77,,,,,,
2015,Vic Beasley,Clemson,OLB,75,246,9.38,32.5,29,4.53,35,41,130,4.15,6.91,
2015,Brennen Beyer,Michigan,OLB,75,256,,,,4.9,,,,,,
2015,Reshard Cliett,South Florida,OLB,74,221,,,,4.67,,,,,,
2015,Yannik Cudjoe-Virgil,Maryland,OLB,74.13,248,9.75,32.63,,4.74,25,,,,,
2015,Aaron Davis,Colorado State,OLB,71.63,225,9,31,,4.95,16,29,107,4.37,7.38,12.01
2015,Dyshawn Davis,Syracuse,OLB,74,222,,,,4.72,,,,,,
2015,Xzavier Dickson,Alabama,OLB,75.5,260,10,33.5,,4.74,19,29.5,100,4.53,7.56,
2015,Michael Doctor,Oregon State,OLB,71,221,,,,4.64,,,,,,
2015,Kyle Emanuel,North Dakota State,OLB,75.25,255,9.38,31,,4.77,27,34,120,4.25,7.1,11.78
2015,Maurice Falls,East Carolina (NC),OLB,75,247,,,,4.67,,,,,,
2015,Dante Fowler,Florida,OLB,74.63,261,9.5,33.75,16,4.6,19,32.5,112,4.32,7.4,11.89
2015,Alani Fua,BYU,OLB,76.75,238,10.13,32,,4.73,18,34.5,118,4.15,6.83,11.54
2015,Markus Golden,Missouri,OLB,74.38,260,10.5,31.13,,4.9,,,,,,
2015,Geneo Grissom,Oklahoma,OLB,75.38,262,10.25,33.38,,4.81,20,37,117,4.38,7.24,12.44
2015,Jimmy Hall,Northwestern,OLB,73,228,,,,4.48,,,,,,
2015,Eli Harold,Virginia,OLB,75.13,247,9.38,33,,4.6,,35,123,4.16,7.07,11.81
2015,Sage Harold,James Madison (VA),OLB,75,242,,,,4.65,,,,,,
2015,Brock Hekking,Nevada,OLB,75,250,,,,4.64,,,,,,
2015,David Helton,Duke,OLB,75,235,,,,4.85,,,,,,
2015,Jordan Hicks,Texas,OLB,73.38,236,10,32,28,4.68,20,38,124,4.15,6.78,11.34
2015,Zack Hodges,Harvard,OLB,74.5,250,9.88,34.25,,4.68,,33.5,125,4.65,,
2015,Travis Hughes,North Carolina,OLB,74,225,,,,4.68,,,,,,
2015,Mike Hull,Penn State,OLB,71.88,237,9.38,30.5,,4.68,31,,,4.15,6.99,11.52
2015,Tank Jakes,Memphis,OLB,70,218,,,,4.82,,,,,,
2015,Hau'oli Kikaha,Washington,OLB,74.38,253,9.63,32.5,29,4.74,,,,,,
2015,Cameron Lynch,Syracuse,OLB,71,227,,,,4.75,,,,,,
2015,Derrick Malone,Oregon,OLB,74,220,,,,4.68,,,,,,
2015,Gabe Martin,Bowling Green (OH),OLB,74,234,,,,4.65,,,,,,
2015,Lorenzo Mauldin,Louisville,OLB,75.63,259,9.88,33,,4.85,23,32,112,4.58,7.47,
2015,Braylon Mitchell,Arkansas,OLB,73,226,,,,4.76,,,,,,
