Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2011,Dion Lewis,Pittsburgh,RB,66.63,193,8.75,28.13,,4.56,17,34.5,112,4.18,6.9,11.39
2011,Derrick Locke,Kentucky,RB,68.25,188,9,28.88,,4.37,16,37.5,118,4.15,6.98,
2011,DeMarco Murray,Oklahoma,RB,71.63,213,9.25,32,,4.37,21,34.5,130,4.18,7.28,
2011,Bilal Powell,Louisville,RB,70.5,207,8.75,30.88,,4.52,18,,,,,
2011,Stevan Ridley,LSU,RB,71.25,225,9.25,31.88,,4.65,18,36,118,4.21,6.78,
2011,Jacquizz Rodgers,Oregon State,RB,65.88,196,8.88,30.5,,4.59,,33,113,4.26,7.31,
2011,Evan Royster,Penn State,RB,71.63,212,9.25,30.75,,4.65,20,34,113,4.18,7.07,
2011,Brandon Saine,Ohio State,RB,71.25,220,9.25,30.63,,4.4,22,34.5,113,4.25,6.98,
2011,Da'Rel Scott,Maryland,RB,71,211,9,32.5,,4.4,19,34,117,4.2,7.15,11.51
2011,Vai Taua,Nevada,RB,69.5,213,9.25,31.13,,4.65,20,34.5,112,4.18,6.89,
2011,Daniel Thomas,Kansas State,RB,72.25,230,9,32.38,,4.63,21,,,,,
2011,Jordan Todman,Connecticut,RB,68.88,203,9.38,32,,4.4,25,38,126,4.18,7.24,11.25
2011,Shane Vereen,California,RB,70.25,210,9,30.63,,4.49,31,34,115,4.28,6.95,11.58
2011,Johnny White,North Carolina,RB,69.88,209,9.13,30,,4.5,,32.5,117,4.31,7.07,11.62
2011,Ryan Williams,Virginia Tech,RB,69,212,9,30.75,,4.59,19,40,123,4.18,6.96,11.4
2010,Joique Bell,Wayne State (MI),RB,71.25,220,9,31.5,,4.68,,36.5,120,4.17,6.84,11.33
2010,Jahvid Best,California,RB,70.13,199,,,24,4.34,18,32.5,113,4.17,6.75,
2010,LeGarrette Blount,Oregon,RB,72.5,241,10,33.5,16,4.7,18,35,117,4.49,6.85,
2010,Chris Brown,Oklahoma,RB,70.38,210,9.13,29,,4.55,17,36,115,,,
2010,Andre Dixon,Connecticut,RB,72.75,205,10.13,32.25,,4.56,,40,117,4.19,6.99,11.55
2010,Anthony Dixon,Mississippi State,RB,72.75,233,,,25,4.67,15,33,121,4.49,7.09,
2010,Jonathan Dwyer,Georgia Tech,RB,71.25,229,8.63,31,17,4.64,15,33,107,4.67,7.56,
2010,Toby Gerhart,Stanford,RB,72,231,,,,4.5,22,38,118,4.25,6.94,
2010,Montario Hardesty,Tennessee,RB,71.75,225,,,25,4.49,21,41,124,4.14,6.87,
2010,Brandon James,Florida,RB,67,186,8.75,29.75,,4.47,14,,,,,
2010,Javarris James,Miami (FL),RB,73,215,,,,4.58,21,36,115,,,
2010,Stafon Johnson,USC,RB,70.88,214,8.75,30.38,,4.62,13,35.5,118,,,
2010,Darius Marshall,Marshall (WV),RB,69.25,190,9,30.75,,4.59,14,35.5,109,4.39,,
2010,Ryan Mathews,Frenso State (CA),RB,71.63,218,,,16,4.37,19,36,121,4.33,7,
2010,Joe McKnight,USC,RB,71.38,198,,,,4.4,18,36.5,120,,,
2010,Shawnbrey McNeal,SMU,RB,69.13,194,9.38,30.5,,4.53,14,36,117,,,
2010,Lonyae Miller,Frenso State (CA),RB,71.5,221,8.88,30.75,,4.43,26,36.5,120,4.54,7.2,
2010,Pat Paschall,North Dakota State,RB,71.63,209,9.25,32.63,25,4.65,15,38.5,118,4.33,7.02,11.39
2010,Charles Scott,LSU,RB,71.38,238,9.5,33,26,4.68,,30.5,111,4.47,6.98,
2010,C.J. Spiller,Clemson,RB,70.63,196,,,10,4.27,18,,,,,
2010,James Starks,Buffalo,RB,74.13,218,,,,4.5,15,36,119,4.23,6.89,
2010,Ben Tate,Auburn,RB,71,220,9,31.25,,4.34,26,40.5,124,4.12,6.91,
2010,Keith Toston,Oklahoma State,RB,71.75,213,9.25,32.75,,4.66,22,32,110,4.67,,
2009,Kahlil Bell,UCLA,RB,70.75,212,,,,4.74,15,34.5,114,4.2,6.87,
2009,Andre Brown,North Carolina State,RB,72.13,224,,,,4.37,24,37,115,4.33,7.35,
2009,Donald Brown,Connecticut,RB,70.25,210,,,,4.46,,41.5,125,4.1,6.93,11.3
2009,Glen Coffee,Alabama,RB,72.13,209,,,,4.5,24,36,121,4.51,7.35,
2009,James Davis,Clemson,RB,71,218,,,,4.55,17,32,109,4.37,7.15,
2009,Arian Foster,Tennessee,RB,72.75,226,,,,4.68,23,,,,,
2009,Mike Goodson,Texas A&M,RB,71.88,208,,,,4.46,14,39.5,118,4.22,6.89,
2009,Shonn Greene,Iowa,RB,70.5,227,,,,4.62,19,37,121,4.4,7.1,
2009,Rashad Jennings,Liberty (VA),RB,73,231,,,,4.59,29,34,120,4.2,6.86,11.46
2009,Gartrell Johnson,Colorado State,RB,70.25,219,,,,4.75,20,34,114,,,
2009,Ian Johnson,Boise State,RB,71.25,212,,,,4.41,26,33,116,4.18,6.93,11.63
2009,Jeremiah Johnson,Oregon,RB,68.88,209,,,,4.62,20,35,115,,,
2009,Anthony Kimble,Stanford,RB,72.25,216,,,,4.6,17,36,122,4.4,7.08,
2009,Marlon Lucky,Nebraska,RB,71.38,216,,,,4.5,18,33.5,114,,7.1,
2009,Knowshon Moreno,Georgia,RB,70.63,217,,,,4.5,25,35.5,115,4.27,6.84,
2009,Chris Ogbonnaya,Texas,RB,71.75,220,,,,4.57,19,35,111,4.29,6.85,
2009,Branden Ore,West Liberty (WV),RB,70.88,214,,,,4.61,21,36,112,4.44,7.35,
2009,Cedric Peerman,Virginia,RB,69.5,216,,,,4.34,27,40,117,4.29,6.99,
2009,Javon Ringer,Michigan State,RB,69.13,205,,,,4.55,23,34,115,4.11,6.87,
2009,Bernard Scott,Abilene Christian (TX),RB,70.25,200,,,,4.44,21,36,125,4.08,6.82,
2009,Kory Sheets,Purdue,RB,71.13,208,,,,4.39,15,37,121,4.39,7.18,11.7
2009,Tyrell Sutton,Northwestern,RB,68,211,,,,4.68,,33,114,4.32,6.94,
2009,Chris Wells,Ohio State,RB,73,235,,,,4.52,25,33.5,128,,,
2009,Javarris Williams,Tennessee State,RB,70,223,,,,4.51,25,33.5,116,,,
2008,Anthony Alridge,Houston,RB,69,170,9,30.38,,4.41,,30.5,134,,6.88,
2008,Yvenson Bernard,Oregon State,RB,68.38,204,9.75,29.25,,4.87,,29.5,112,4.73,7.22,12.18
2008,Cory Boyd,South Carolina,RB,72.5,213,9.38,31.5,,4.56,25,33.5,118,4.24,6.97,12.08
2008,Thomas Brown,Georgia,RB,68.38,204,10,31,,4.56,25,36,128,,7.17,
2008,Jamaal Charles,Texas,RB,71,200,8.75,32.13,,4.41,,30.5,122,4.22,6.8,
2008,Tashard Choice,Georgia Tech,RB,70.5,215,9.25,30.75,,4.5,20,34,119,,6.88,
2008,Matt Forte',Tulane (LA),RB,74,217,,,,4.44,23,33,118,4.23,6.84,
2008,BenJarvus Green-Ellis,Mississippi,RB,70.63,219,9,30.38,,4.66,24,30.5,114,,,
2008,Mike Hart,Michigan,RB,68.88,206,9.13,29.5,,4.77,23,28,110,,,
2008,Chris Johnson,East Carolina (NC),RB,71,197,8.5,30.75,10,4.3,,35,130,,,
2008,Felix Jones,Arkansas,RB,70.13,207,8.38,32.38,,4.5,,33.5,124,4.19,6.9,
2008,Kregg Lumpkin,Georgia,RB,71.5,226,9.13,31.38,,4.73,22,28,111,,,
2008,Darren McFadden,Arkansas,RB,73.25,211,9.5,34.25,,4.38,,33,128,,,
2008,Kalvin McRae,Ohio,RB,69.13,203,9.75,30.88,,4.76,,25.5,109,,,
2008,Rashard Mendenhall,Illinois,RB,70.13,225,10.88,31.38,,4.45,26,33.5,117,4.18,,
2008,Xavier Omon,Northwest Missouri State,RB,70.75,228,9.38,31.75,,4.62,17,31,112,,,
2008,Jalen Parmele,Toledo,RB,71.5,224,8.88,32.25,,4.55,19,34,125,4.29,6.96,
2008,Ray Rice,Rutgers,RB,68,199,9.25,30.25,,4.46,23,31.5,119,4.2,6.65,
2008,Dantrell Savage,Oklahoma State,RB,68.25,187,8.13,31,,4.6,13,32.5,117,,,
2008,Chad Simpson,Morgan State (MD),RB,68.63,216,9.25,30.5,,4.43,,32.5,124,,,
2008,Steve Slaton,West Virginia,RB,69.13,197,8.75,32.25,,4.49,19,33.5,118,,,
2008,Kevin Smith,Central Florida,RB,73.13,217,9.75,32.25,,4.56,,32,120,4.49,6.74,
2008,Jonathan Stewart,Oregon,RB,70.25,235,9.13,31.5,,4.48,28,36.5,128,4.53,7.44,
2008,Marcus Thomas,Texas-El Paso,RB,72.25,213,8.38,32.63,,4.62,21,30,116,,,
2008,Ryan Torain,Arizona State,RB,72.38,222,10,32.75,,4.68,21,34,120,,,
2007,Lorenzo Booker,Florida State,RB,70.38,191,9,31.75,,4.5,26,35.5,121,,,
2007,Ahmad Bradshaw,Marshall (WV),RB,69.5,198,8.5,31.5,,4.61,,34,112,4.09,6.7,
2007,Eldra Buckley,Tennessee-Chattanooga,RB,69.5,202,9,30.38,,4.61,14,35.5,120,4.43,7.71,12.2
2007,Thomas Clayton,Kansas State,RB,70.25,218,9.75,32.38,,4.66,23,36.5,121,,,
2007,Alonzo Coleman,Hampton (VA),RB,69.88,207,10,30.5,,4.5,27,,120,,,
2007,Jon Cornish,Kansas,RB,71.5,206,9.75,33,,4.65,,34,118,,7.09,
2007,Kenneth Darby,Alabama,RB,70.38,211,9,30.5,,4.76,19,30,108,4.53,7.25,12.07
2007,Chris Henry,Arizona,RB,71.25,230,10.25,31.25,,4.41,26,36,127,4.14,6.96,11.51
2007,Nate Ilaoa,Hawaii,RB,68.88,245,9.13,29.63,,4.79,25,30,103,4.42,7.1,11.78
2007,Kenny Irons,Auburn,RB,70.63,203,9.38,32.38,,4.5,11,29.5,111,4.17,7.18,11.67
2007,Brandon Jackson,Nebraska,RB,69.88,210,10.13,31.38,,4.56,21,37,122,4.14,7,11.86
2007,Brian Leonard,Rutgers,RB,73.5,226,9.13,31,,4.54,28,34.5,122,4.22,6.88,11.59
2007,Marshawn Lynch,California,RB,71.13,215,9.25,31.13,,4.48,20,35.5,125,4.55,7.05,11.8
2007,Tyrone Moss,Miami (FL),RB,69.13,231,9.5,31.13,,4.8,16,31,107,4.56,,
2007,Adrian Peterson,Oklahoma,RB,73.5,217,9.25,33.75,16,4.41,,38.5,127,4.4,7.09,
2007,Antonio Pittman,Ohio State,RB,70.75,207,8.5,31.5,,4.42,16,35.5,123,4.16,6.84,
2007,Gary Russell,Minnesota,RB,70.38,229,9,31.5,,4.84,9,31.5,113,4.54,,
2007,Kolby Smith,Louisville,RB,71.25,220,9.63,33.75,,4.52,18,38,114,4.34,7.22,12.08
2007,Ramonce Taylor,Texas College,RB,70.13,195,,,,4.5,,34,125,4.23,6.98,
2007,Darius Walker,Notre Dame,RB,70,206,9.63,31.75,,4.56,19,40.5,123,4.39,7.18,
2007,Garrett Wolfe,Northern Illinois,RB,67.5,186,9.13,30.13,,4.4,22,35.5,116,4.08,6.69,
2007,Dwayne Wright,Frenso State (CA),RB,71.5,228,9.5,31.25,,4.69,14,34,115,4.43,7.23,
2007,DeShawn Wynn,Florida,RB,70.38,232,8.75,30.5,,4.49,,31.5,115,,,
2006,Joseph Addai,LSU,RB,71.25,214,9.5,31.38,,4.43,18,37,125,4.47,7.09,
2006,Mike Bell,Arizona,RB,72.25,221,9.25,30,,4.62,19,31.5,112,4.21,7.16,11.48
2006,Brian Calhoun,Wisconsin,RB,69.25,201,9,29.13,,4.6,18,31.5,124,4.2,7.05,
2006,P.J. Daniels,Georgia Tech,RB,70.13,214,9,30.5,,4.66,21,33,116,4.4,7.13,11.76
2006,Maurice Drew,UCLA,RB,66.8,207,8.25,28.13,,4.44,18,36,116,4.38,7.08,11.39
2006,Quinton Ganther,Utah,RB,69.5,218,8.63,28.38,,4.56,29,35,119,,7.19,
2006,Marques Hagans,Virginia,RB,69.38,202,9.25,30,,4.64,,35,114,4.38,7.03,
2006,Andre Hall,South Florida,RB,68.5,208,9.88,29.5,,4.45,18,33,113,,7.38,
2006,Jerome Harrison,Washington State,RB,69.25,201,9.25,30,,4.49,19,34.5,124,4.07,6.77,
2006,Taurean Henderson,Texas Tech,RB,69.5,204,9.25,31.5,,4.68,,32.5,112,4.4,7.01,11.94
2006,Cedric Humes,Virginia Tech,RB,72.88,227,9.88,31.75,,4.68,18,30.5,106,4.22,7.07,
2006,Wali Lundy,Virginia,RB,71,214,9.5,31.5,,4.52,18,35,111,4.36,6.99,11.27
2006,Wendell Mathis,Frenso State (CA),RB,71.38,210,9.25,31,,4.54,20,33,117,4.22,6.93,11.27
2006,DonTrell Moore,New Mexico,RB,69.75,210,9.38,30.5,,4.65,18,32,116,4.32,7.1,12.07
2006,Jerious Norwood,Mississippi State,RB,71.63,210,9.88,31.25,,4.4,15,36.5,122,4.25,6.81,11.52
2006,Cory Ross,Nebraska,RB,66.25,201,9,29.38,,4.59,15,,,,,
2006,Derrick Ross,Tarleton State (TX),RB,70.5,226,9.13,30.25,,4.61,20,35,112,4.35,7,11.59
2006,Leon Washington,Florida State,RB,67.88,201,9,29,,4.49,17,32.5,105,4.37,6.94,11.62
2006,Terrence Whitehead,Oregon,RB,70.13,209,10,29,,4.73,,30.5,108,4.27,7.21,11.86
2006,DeAngelo Williams,Memphis,RB,69,214,9.38,30.5,,4.49,25,35.5,121,,,
2005,J.J. Arrington,California,RB,68.88,214,8.75,30.5,,4.45,18,35,116,4.1,6.81,11.07
2005,Marion Barber,Minnesota,RB,71.38,221,8.88,31.5,,4.53,20,40,122,,,
2005,DeCori Birmingham,Arkansas,RB,69.75,210,9,30.38,,4.59,14,34.5,115,4.28,7.13,11.75
2005,Nehemiah Broughton,Citadel (SC),RB,71.5,250,9.75,32.38,,4.61,25,30,108,4.28,7.54,11.91
2005,Ronnie Brown,Auburn,RB,72.25,233,9.63,31.63,,4.46,18,34,117,4.08,7.1,
2005,Maurice Clarett,Ohio State,RB,71.63,234,9.5,30.75,,4.84,22,34,113,,,
2005,DeAndra Cobb,Michigan State,RB,69.8,196,8.88,31.25,,4.53,17,34,118,4.25,7.13,11.72
2005,Anthony Davis,Wisconsin,RB,66.6,200,8.63,29.75,,4.53,18,38,119,,7.39,
2005,Lionel Gates,Louisville,RB,71.6,222,10.13,31.13,,4.72,23,36,118,4.1,7.17,
2005,Ryan Grant,Notre Dame,RB,73.1,215,8.5,31.75,,4.5,17,33.5,115,4.12,7.08,10.65
2005,Kay-Jay Harris,West Virginia,RB,72.4,241,10,31.63,,4.6,,38,119,4.1,7.2,11.65
2005,Alex Haynes,Central Florida,RB,69.9,223,10.25,31.63,,4.54,21,32.5,,,,
2005,Noah Herron,Northwestern,RB,71,224,9.13,31.75,,4.67,17,31,107,3.97,6.95,11.07
2005,Ray Hudson,Alabama,RB,69.8,192,9.13,29.63,,4.5,15,,,,,
2005,Brandon Jacobs,Southern Illinois,RB,76.3,267,10.63,33.63,,4.56,19,37,118,4.46,7.53,11.98
2005,T.A. McLendon,North Carolina State,RB,70.3,235,8.63,31.88,,4.74,27,35,115,4.19,7.34,
2005,Ryan Moats,Louisiana Tech,RB,68.3,210,8.88,31.5,,4.49,19,36,116,4.1,7.22,11.13
2005,Vernand Morency,Oklahoma State,RB,69.6,212,8.88,31.75,,4.51,19,33.5,108,4.12,7.02,
2005,Alvin Pearman,Virginia,RB,69.4,208,9.25,30.38,,4.65,24,34,112,4.08,7.06,11.11
2005,Bobby Purify,Colorado,RB,73,212,,,,4.67,15,33.5,116,4.17,7.22,
2005,Walter Reyes,Syracuse,RB,70,209,8.25,30.38,,4.52,16,32,108,4.38,7.23,11.7
2005,Eric Shelton,Louisville,RB,73.5,246,9.5,33.63,,4.57,,38.5,122,4.08,7.46,
2005,Darren Sproles,Kansas State,RB,66.1,187,8.25,28.25,,4.49,23,33,102,3.96,6.96,11.13
2005,Carnell Williams,Auburn,RB,71,217,,,,4.43,19,35.5,118,4.17,6.95,
2004,Rich Alexis,Washington,RB,72,210,9.25,32.5,,4.65,,32,114,4.43,7.41,12.1
2004,Tatum Bell,Oklahoma State,RB,71,212,8.38,31.88,,4.39,25,38.5,117,,,
2004,Ran Carthon,Florida,RB,71.4,224,9.63,29.5,,4.45,22,34.5,112,4.12,,
2004,Cedric Cobbs,Arkansas,RB,72.1,223,9.38,31.63,,4.72,,40,123,,,
2004,Duron Croson,Fort Valley State (GA),RB,72.8,226,10.13,30.88,,4.84,14,30.5,108,,,
2004,Josh Davis,Nebraska,RB,70.4,200,9.13,30.63,,4.53,13,33.5,112,4.07,7.27,11.16
2004,Joe Echemandu,California,RB,70.8,226,9.38,30.88,,4.58,15,,,,,
2004,Clarence Farmer,Arizona,RB,71.9,231,8.75,31.5,,4.69,21,34.5,120,4.25,7.44,11.96
2004,Julius Jones,Notre Dame,RB,69.8,217,9.25,31.13,,4.46,,37.5,121,4.12,6.97,
2004,Kevin Jones,Virginia Tech,RB,72.1,227,8.63,30.88,,4.38,,38,120,,,
2004,Derrick Knight,Boston College,RB,68.8,209,8.75,29,,4.73,16,31.5,108,,,
2004,Mewelde Moore,Tulane (LA),RB,70.6,209,9.88,30.13,,4.62,,35,118,4.12,7.05,11.52
2004,Jarrett Payton,Miami (FL),RB,72.1,220,8.88,30.75,,4.61,,31,115,4.31,7.34,
2004,Chris Perry,Michigan,RB,72,224,10.25,31.38,,4.55,19,,,,,
2004,Fred Russell,Iowa,RB,67,195,8.25,28.88,,4.51,21,34,121,4.3,7.09,11.2
2004,Michael Turner,Northern Illinois,RB,70.5,237,9.63,29.38,,4.49,22,31,114,4.15,7.5,
2004,Shaud Williams,Alabama,RB,67.5,193,9,28.38,,4.71,15,34,114,4.15,7.01,11.4
2004,Quincy Wilson,West Virginia,RB,69.4,225,9.38,29.63,,4.6,26,33.5,118,4.36,7.68,11.93
2004,Renaldo Works,Oklahoma,RB,72,222,9.63,31.13,,4.72,21,30.5,115,4.09,7.25,11.54
2004,Jason Wright,Northwestern,RB,70.4,210,9.25,30,,4.66,,30,111,4.12,7.35,11.78
2003,Santonio Beard,Alabama,RB,71.6,222,9.25,31.25,,4.59,,31.5,119,,,
2003,Kerry Carter,Stanford,RB,73.9,238,9.25,32,,4.67,20,36,118,4.34,7.28,11.28
2003,Avon Cobourne,West Virginia,RB,67.5,205,9.38,29.38,,4.7,21,31.5,112,4.12,7.2,11.69
2003,Domanick Davis,LSU,RB,69,213,9,30,,4.64,22,32.5,112,4.46,7.31,11.86
2003,Dahrran Diedrick,Nebraska,RB,72.1,228,9.75,30,,4.65,19,37,117,4.42,7.3,12.1
2003,Justin Fargas,USC,RB,72.9,219,9.75,31,,4.41,27,,137,,,
2003,Ahmaad Galloway,Alabama,RB,71.8,223,9,30.75,,4.65,22,,,,,
2003,Earnest Graham,Florida,RB,69.1,225,9.5,31,,4.5,22,,,,,
2003,Quentin Griffin,Oklahoma,RB,67,195,9.25,30,,4.49,21,38,123,4.02,,10.94
2003,Dwone Hicks,Middle Tennessee State,RB,69.6,222,9.5,30,,4.6,29,34,115,4.37,7.38,11.61
2003,Larry Johnson,Penn State,RB,74.4,214,8.75,31.38,,4.55,19,,,,,
2003,Nick Maddox,Florida State,RB,71,211,,,,4.65,18,33.5,115,4.5,7.33,
2003,Sultan McCullough,USC,RB,71.4,202,8.38,30.88,,4.49,27,,,,,
2003,Musa Smith,Georgia,RB,72.8,232,8,31.88,,4.45,,35.5,123,,,
2003,Onterrio Smith,Oregon,RB,69.9,220,9.75,29.25,,4.48,19,,,,,
2003,LaBrandon Toefield,LSU,RB,70.9,233,9.25,30,,4.6,19,,,,,
2003,Derek Watson,South Carolina,RB,73,212,,,,4.63,15,34,114,4.2,7.35,
2003,Derrick Watson,South Carolina,RB,73,212,,,,4.63,15,34,114,4.2,7.35,
2002,Jonathan Adams,Arkansas State,RB,73,219,,,,4.58,15,36.5,120,4.31,6.97,
2002,Brian Allen,Stanford,RB,69,209,,,,4.46,19,33,112,4.08,6.9,
2002,Damien Anderson,Northwestern,RB,70.4,211,9.5,29,,4.6,27,33.5,112,4.02,6.93,11.37
2002,Ladell Betts,Iowa,RB,70.5,220,9,30.5,,4.6,23,38,115,4.06,7.06,11.33
2002,Joe Burns,Georgia,RB,69,213,,,,4.81,21,31,105,,,
2002,Demontray Carter,Troy (AL),RB,70.1,194,7.25,31,,4.58,16,33,115,4.36,7.38,12.06
2002,Rock Cartwright,Kansas State,RB,67.8,237,9,30.75,,4.48,30,35,113,4.25,7.18,11.79
2002,Eric Crouch,Nebraska,RB,71.9,195,9.75,30.25,,4.49,,36,112,4.02,6.87,11.52
2002,Tony Fisher,Notre Dame,RB,74,226,,,,4.66,21,41.5,126,4.13,7,
2002,Delvon Flowers,Arizona State,RB,72,207,9.75,32,,4.64,15,35.5,115,,,
2002,LittleJohn Flowers,Michigan State,RB,71.4,214,9.75,31.5,,4.75,19,34,109,4.08,7.09,11.82
2002,DeShaun Foster,UCLA,RB,73,222,,,,4.57,20,35.5,119,4.16,6.82,
2002,Lamar Gordon,North Dakota State,RB,72.6,214,9.5,31,,4.59,16,34,115,,,
2002,William Green,Boston College,RB,72.3,221,7.75,31.5,,4.65,27,42,121,,,
2002,Ennis Haywood,Iowa State,RB,70.1,218,9,31.13,,4.76,12,35,112,4.14,7.08,11.72
2002,Leonard Henry,East Carolina (NC),RB,72.9,206,8.75,31.5,,4.61,26,35,105,4.29,7.11,12.22
2002,Maurice Hicks,North Carolina A&T,RB,70,200,8.5,31.5,,4.64,19,,,,,
2002,Dameon Hunter,Utah,RB,70.6,219,9.5,31.25,,4.66,,30.5,106,,,
2002,Eric McCoo,Penn State,RB,70,214,8.25,31.5,,4.55,14,32.5,111,,,
2002,Dicenzo Miller,Mississippi State,RB,70.1,215,8.75,30.5,,4.98,8,31,105,4.39,7.25,11.77
2002,Dave Minnich,Washington State,RB,71,218,8.75,30.25,,4.72,12,33.5,114,,,
2002,Maurice Morris,Oregon,RB,71.4,208,8.75,30.25,,4.51,23,36.5,117,,,
2002,Larry Ned,San Diego State,RB,70.8,219,9,30.75,,4.62,15,34.5,119,,7.12,
2002,Adrian Peterson,Georgia Southern,RB,70,214,9.75,31.75,,4.69,14,34,117,4.6,7.59,12.08
2002,Tellis Redmon,Minnesota,RB,71,210,,,,4.61,20,32,113,4.14,7.08,
2002,Josh Scobey,Kansas State,RB,71.4,218,9.25,31.25,,4.44,21,40.5,122,3.93,6.96,10.93
2002,Travis Stephens,Tennessee,RB,68.1,194,8.75,29.75,,4.59,15,32,121,,,
2002,Chester Taylor,Toledo,RB,70.8,213,9.75,30.13,,4.64,22,33,111,,,
2002,Lew Thomas,Vanderbilt,RB,69.5,210,9.25,31,,4.59,17,36,113,4.21,6.87,11.52
2002,Brian Westbrook,Villanova,RB,68.4,200,10.13,29.5,,4.59,26,37,118,,7.09,
2002,Leveron Williams,Indiana,RB,75.1,224,8.5,33.25,,4.66,16,,,,,
2002,Ricky Williams,Texas Tech,RB,67.3,190,9.13,28.5,,4.48,19,32.5,108,,,
2001,David Allen,Kansas State,RB,68.8,194,8.25,31.5,,4.65,15,31,111,,,
2001,Kevan Barlow,Pittsburgh,RB,73.1,235,9,32,,4.56,,32,,,,
2001,Michael Bennett,Wisconsin,RB,69.3,207,8.5,31,,4.44,13,39.5,130,,,
2001,Derrick Blaylock,Stephen F. Austin (TX),RB,69.9,194,8,29.5,,4.39,18,35.5,119,4.09,7.05,11.43
2001,Correll Buckhalter,Nebraska,RB,73,226,,,,4.53,11,40,,4.06,7.08,
2001,Derek Combs,Ohio State,RB,72.1,193,9.5,31.5,,4.45,8,35,120,4.07,6.96,10.97
2001,Corey Crume,Eastern Kentucky,RB,71.3,225,9.5,31,,4.78,15,37,115,4.32,7.36,11.9
2001,Travis Henry,Tennessee,RB,69.1,223,8,30,,4.61,23,35.5,,,,
2001,Derek Homer,Kentucky,RB,68.4,194,9,30,,4.58,,32.5,113,4.3,7.24,11.65
2001,James Jackson,Miami (FL),RB,70.4,210,9.5,31,,4.55,,35,,,,
2001,Rudi Johnson,Auburn,RB,69.6,227,9,30.5,,4.57,24,37.5,119,4.22,7.32,11.84
2001,Lamont Jordan,Maryland,RB,70.3,234,9.75,31,,4.57,24,37,,,,
2001,Deuce McAllister,Mississippi,RB,73.1,222,9.13,31.5,,4.41,20,37.5,,,,
2001,Travis Minor,Florida State,RB,70.1,197,8.5,31,,4.46,9,32,115,,,
2001,Hodges Mitchell,Texas,RB,66.6,180,8,29.5,,4.53,15,32.5,,,,
2001,Marcel Shipp,Massachusetts,RB,70.6,222,10,32,,4.75,18,32.5,115,,,
2001,Anthony Thomas,Michigan,RB,73.6,229,10,32,,4.62,20,32.5,115,4.44,7.48,12.09
2001,LaDainian Tomlinson,TCU,RB,70.3,221,9,31,,4.43,18,40.5,124,4.21,6.84,11.19
2001,Deonce Whitaker,San Jose State,RB,66,177,,,,4.52,23,36,,,,
2001,Reggie White,Oklahoma State,RB,71.6,228,8,32,,4.59,17,37.5,114,4.4,7.48,11.87
2000,Demario Brown,Utah State,RB,72.4,217,9.13,31.25,,4.74,,31,107,4.39,7.17,11.79
2000,Keith Brown,UCLA,RB,71.1,216,10,31,,4.68,,30,117,4.08,6.64,11.21
2000,Trung Canidate,Arizona,RB,70.6,193,8.13,29.75,,4.46,18,,,,,
2000,Doug Chapman,Marshall (WV),RB,70,215,9.5,30,,4.59,16,38.5,128,4.2,6.84,11.36
2000,Chrys Chukwuma,Arkansas,RB,73,232,,,,4.56,,,115,,,
2000,Reuben Droughns,Oregon,RB,71.3,215,9,31.25,,4.68,13,30,115,4.41,7.34,12.38
2000,Derrick Foster,Texas A&M-Kingsville,RB,71.4,201,9.75,31.75,,4.45,19,34.5,117,4.36,6.84,11.36
2000,Dante' Hall,Texas A&M,RB,67.8,191,8.88,29.5,,4.46,18,38,123,3.82,6.62,10.72
2000,Troy Hambrick,Savannah State (GA),RB,72.1,237,9.25,32.38,,4.72,21,34.5,118,4.44,7.48,11.69
2000,Thomas Hamner,Minnesota,RB,72.1,197,10.25,31.25,,4.54,17,32,125,4.07,6.97,11.39
2000,Marlion Jackson,Saginaw Valley State (MI),RB,73,242,10,32,,4.65,24,35.5,125,4.14,7.15,11.38
2000,Ronney Jenkins,Northern Arizona,RB,70.5,184,8.88,30,,4.51,18,,118,,,
2000,Morgan Kane,Wake Forest,RB,72.8,221,10,31,,4.63,29,37.5,121,4.16,6.81,11.38
2000,Curtis Keaton,James Madison (VA),RB,70,214,,,,4.41,23,41.5,131,3.93,6.82,
2000,Jamal Lewis,Tennessee,RB,71.8,240,10.25,32,,4.58,23,,,,,
2000,Kevin McDougal,Colorado State,RB,71.4,206,8.88,29.5,,4.66,,32,108,4.12,7.08,11.41
2000,Rondell Mealey,LSU,RB,71.6,212,9.25,32.25,,4.69,,33,120,4.15,6.89,11.34
2000,Frank Moreau,Louisville,RB,73,231,,,,4.57,23,36,117,,,
2000,Chad Morton,USC,RB,67.6,182,8.5,30,,4.52,18,36,121,,,
2000,Travis Prentice,Miami (OH),RB,71.8,225,9.5,31.5,,4.5,23,37,115,4.4,6.92,11.72
2000,J.R. Redmond,Arizona State,RB,71.5,216,9.13,31.25,,4.48,,32.5,121,,,
2000,Phillip Rogers,Georgia Tech,RB,73.1,232,9.88,32,,4.73,19,37,124,4.31,7.21,12.17
2000,Ketric Sanford,Houston,RB,67.5,199,9,31.5,,4.62,12,32,118,4.3,6.63,11.49
2000,Rashon Spikes,North Carolina State,RB,70.5,204,9.13,31,,4.84,13,33,113,4.47,7.18,11.94
